dataset,tau,sigma,gamma,clean_acc,clean_f1,clean_precision,clean_recall,attack_acc,attack_f1,attack_precision,attack_recall,asr,rounds,timestamp
arrhythmia,1.0,0.05,0.99,0.6428571428571429,0.391304347826087,0.34615384615384615,0.45,0.6428571428571429,0.391304347826087,0.34615384615384615,0.45,0.3571428571428571,2,2025-10-18 14:28:38
arrhythmia,1.0,0.1,0.95,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.2857142857142857,2,2025-10-18 14:28:39
arrhythmia,1.0,0.01,0.8,0.6428571428571429,0.391304347826087,0.34615384615384615,0.45,0.5714285714285714,0.36363636363636365,0.3333333333333333,0.4,0.4285714285714286,2,2025-10-18 14:28:41
arrhythmia,1.0,0.01,0.95,0.5714285714285714,0.5333333333333333,0.5416666666666666,0.55,0.42857142857142855,0.37777777777777777,0.3958333333333333,0.375,0.5714285714285714,2,2025-10-18 14:28:41
arrhythmia,1.0,0.01,0.99,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.6428571428571429,0.391304347826087,0.34615384615384615,0.45,0.3571428571428571,2,2025-10-18 14:28:41
arrhythmia,1.0,0.05,0.8,0.5714285714285714,0.36363636363636365,0.3333333333333333,0.4,0.5714285714285714,0.36363636363636365,0.3333333333333333,0.4,0.4285714285714286,2,2025-10-18 14:28:41
arrhythmia,1.0,0.05,0.95,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.2857142857142857,2,2025-10-18 14:28:41
arrhythmia,1.0,0.1,0.8,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.2857142857142857,2,2025-10-18 14:28:42
arrhythmia,1.0,0.1,0.99,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.2857142857142857,2,2025-10-18 14:28:54
arrhythmia,2.0,0.01,0.8,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.2857142857142857,2,2025-10-18 14:28:55
arrhythmia,2.0,0.01,0.95,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.2857142857142857,2,2025-10-18 14:29:04
arrhythmia,2.0,0.01,0.99,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.2857142857142857,2,2025-10-18 14:29:04
arrhythmia,2.0,0.05,0.8,0.7142857142857143,0.65,0.65,0.65,0.42857142857142855,0.3,0.3,0.3,0.5714285714285714,2,2025-10-18 14:29:05
arrhythmia,2.0,0.05,0.95,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.6428571428571429,0.391304347826087,0.34615384615384615,0.45,0.3571428571428571,2,2025-10-18 14:29:04
arrhythmia,2.0,0.05,0.99,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.2857142857142857,2,2025-10-18 14:29:04
arrhythmia,2.0,0.1,0.8,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.6428571428571429,0.391304347826087,0.34615384615384615,0.45,0.3571428571428571,2,2025-10-18 14:29:04
arrhythmia,2.0,0.1,0.95,0.5,0.3333333333333333,0.3181818181818182,0.35,0.42857142857142855,0.3,0.3,0.3,0.5714285714285714,2,2025-10-18 14:29:10
arrhythmia,2.0,0.1,0.99,0.7142857142857143,0.4166666666666667,0.35714285714285715,0.5,0.5,0.3333333333333333,0.3181818181818182,0.35,0.5,2,2025-10-18 14:29:11
